NBA_API_TeamID,Database_TeamID
1610612738,1
1610612751,2
1610612752,3
1610612755,4
1610612761,5
1610612741,6
1610612739,7
1610612765,8
1610612754,9
1610612749,10
1610612737,11
1610612766,12
1610612748,13
1610612753,14
1610612764,15
1610612743,16
1610612750,17
1610612760,18
1610612757,19
1610612762,20
1610612744,21
1610612746,22
1610612747,23
1610612756,24
1610612758,25
1610612742,26
1610612745,27
1610612763,28
1610612740,29
1610612759,30
